scene,frame,path,tqt_miou,off-net_miou,m2f2_miou,rod_miou,max_baseline,max_baseline_method,diff
2021-0403-1736,1620347742226,testing/y2021_0403_1736/gt_image/1620347742226_labelTrainIds.png,92.85464240325251,0.5271714153803824,0.7364214132034883,0.5917105913312832,73.64214132034883,m2f2,19.21250108290369
2021-0403-1736,1620347743765,testing/y2021_0403_1736/gt_image/1620347743765_labelTrainIds.png,70.14666888908717,0.4070984377209358,0.3452262322209129,0.5120806801728388,51.20806801728388,rod,18.938600871803292
2021-0403-1736,1620347741769,testing/y2021_0403_1736/gt_image/1620347741769_labelTrainIds.png,96.01893487804658,0.6348490313810145,0.7761003769475354,0.5659584498787199,77.61003769475354,m2f2,18.40889718329304
2021-0403-1736,1620347742695,testing/y2021_0403_1736/gt_image/1620347742695_labelTrainIds.png,76.2965880109956,0.3295959967261788,0.439971871329238,0.6052087570848916,60.520875708489164,rod,15.77571230250644
2021-0403-1736,1620347741692,testing/y2021_0403_1736/gt_image/1620347741692_labelTrainIds.png,96.48628512899569,0.6911469174829465,0.8111274251933169,0.5471125734399126,81.11274251933169,m2f2,15.373542609663993
2021-0403-1736,1620347744832,testing/y2021_0403_1736/gt_image/1620347744832_labelTrainIds.png,97.18524562268327,0.8182104588019037,0.6311714370627954,0.7046676525988342,81.82104588019037,off-net,15.3641997424929
2021-0403-1736,1620347742067,testing/y2021_0403_1736/gt_image/1620347742067_labelTrainIds.png,97.96925762266795,0.6321079955763951,0.8385177285206182,0.5360860173058203,83.85177285206183,m2f2,14.117484770606136
2021-0403-1736,1620347741966,testing/y2021_0403_1736/gt_image/1620347741966_labelTrainIds.png,97.07310434554346,0.6033827648370367,0.8313049089373721,0.5593157993554779,83.1304908937372,m2f2,13.942613451806253
2021-0223-1857,1620326532639,testing/x2021_0223_1857/gt_image/1620326532639_labelTrainIds.png,93.62336607512293,0.8085358255532764,0.7889185248505018,0.5914751537691796,80.85358255532765,off-net,12.769783519795297
2021-0223-1857,1620326532724,testing/x2021_0223_1857/gt_image/1620326532724_labelTrainIds.png,94.12147028703505,0.8163047631798852,0.7941468021475759,0.5817387344880272,81.63047631798852,off-net,12.490993969046539
2021-0223-1857,1620326530837,testing/x2021_0223_1857/gt_image/1620326530837_labelTrainIds.png,93.4407350433862,0.7894254831470605,0.8131951851001707,0.6670379814965238,81.31951851001708,m2f2,12.121216533369116
2021-0223-1857,1620326530938,testing/x2021_0223_1857/gt_image/1620326530938_labelTrainIds.png,93.28369955592939,0.7939613465965786,0.8153918474564564,0.7047004681744891,81.53918474564564,m2f2,11.744514810283746
2021-0223-1857,1620326531126,testing/x2021_0223_1857/gt_image/1620326531126_labelTrainIds.png,92.71979261719038,0.7815393953709595,0.812648113687616,0.6901966540420699,81.2648113687616,m2f2,11.454981248428775
2021-0223-1857,1620326533026,testing/x2021_0223_1857/gt_image/1620326533026_labelTrainIds.png,91.87696487850666,0.7549082340949804,0.8052511336564527,0.6090976163779165,80.52511336564527,m2f2,11.351851512861376
2021-0223-1857,1620326532532,testing/x2021_0223_1857/gt_image/1620326532532_labelTrainIds.png,94.55581995287919,0.8321924618372796,0.8001124658767844,0.5715367677417549,83.21924618372796,off-net,11.336573769151236
2021-0223-1857,1620326530425,testing/x2021_0223_1857/gt_image/1620326530425_labelTrainIds.png,92.24310899454213,0.7752841812059401,0.8093273254519757,0.6690106912530744,80.93273254519757,m2f2,11.310376449344561
2021-0223-1857,1620326534829,testing/x2021_0223_1857/gt_image/1620326534829_labelTrainIds.png,91.27706917283878,0.7656669084210832,0.8024257490064048,0.5894495450801256,80.24257490064048,m2f2,11.034494272198291
2021-0223-1857,1620326533123,testing/x2021_0223_1857/gt_image/1620326533123_labelTrainIds.png,91.95109418632907,0.7950106264266377,0.8092164971425211,0.5733040781084129,80.92164971425211,m2f2,11.029444472076966
2021-0223-1857,1620326531244,testing/x2021_0223_1857/gt_image/1620326531244_labelTrainIds.png,92.88535885819553,0.7996832629607085,0.8187662377929259,0.6402148798880791,81.87662377929259,m2f2,11.008735078902943
2021-0223-1857,1620326530626,testing/x2021_0223_1857/gt_image/1620326530626_labelTrainIds.png,92.16171394578652,0.8088277877039313,0.812954828731513,0.6652929730246058,81.2954828731513,m2f2,10.866231072635212
2021-0223-1857,1620326531627,testing/x2021_0223_1857/gt_image/1620326531627_labelTrainIds.png,95.36217677222095,0.8471039764590662,0.8110110544965393,0.6527735854079527,84.71039764590662,off-net,10.65177912631432
2021-0223-1857,1620326530729,testing/x2021_0223_1857/gt_image/1620326530729_labelTrainIds.png,92.65756682259018,0.8223203043826577,0.8104780354878637,0.6704419512392747,82.23203043826577,off-net,10.425536384324419
2021-0223-1857,1620326533223,testing/x2021_0223_1857/gt_image/1620326533223_labelTrainIds.png,90.71318989319136,0.7713358869672353,0.8059260610851833,0.6018502056356809,80.59260610851832,m2f2,10.12058378467302
2021-0223-1857,1620326534126,testing/x2021_0223_1857/gt_image/1620326534126_labelTrainIds.png,90.67057358750183,0.7537945122810308,0.8055184562715538,0.5400495276316047,80.55184562715539,m2f2,10.118727960346451
2021-0223-1857,1620326534243,testing/x2021_0223_1857/gt_image/1620326534243_labelTrainIds.png,91.34387512254563,0.7961619111723146,0.8133457582284587,0.5164004040209633,81.33457582284586,m2f2,10.009299299699759
2021-0223-1857,1620326534653,testing/x2021_0223_1857/gt_image/1620326534653_labelTrainIds.png,89.44162363891601,0.7387100613496663,0.7958558770954319,0.5740599670130929,79.58558770954319,m2f2,9.856035929372819
2021-0223-1857,1620326530526,testing/x2021_0223_1857/gt_image/1620326530526_labelTrainIds.png,91.52993311134072,0.7906605332095271,0.8170935434538718,0.668447920044279,81.70935434538717,m2f2,9.820578765953547
2021-0223-1857,1620326531318,testing/x2021_0223_1857/gt_image/1620326531318_labelTrainIds.png,94.38988190008557,0.8466596355747975,0.8283733684020853,0.6682784836110001,84.66596355747976,off-net,9.72391834260582
2021-0223-1857,1620326534936,testing/x2021_0223_1857/gt_image/1620326534936_labelTrainIds.png,88.74992895507388,0.6967600140078984,0.7904054819961243,0.55939311341378,79.04054819961243,m2f2,9.70938075546146
2021-0223-1857,1620326530241,testing/x2021_0223_1857/gt_image/1620326530241_labelTrainIds.png,91.36520942743395,0.7394967878179075,0.8195447909045629,0.6448294581883065,81.95447909045629,m2f2,9.410730336977668
2021-0223-1857,1620326546480,testing/x2021_0223_1857/gt_image/1620326546480_labelTrainIds.png,92.4958374815206,0.831303658824289,0.8300861498256382,0.6124511851853716,83.1303658824289,off-net,9.365471599091691
2021-0223-1857,1620326532826,testing/x2021_0223_1857/gt_image/1620326532826_labelTrainIds.png,92.38262356037255,0.8313742175192014,0.8021081935893052,0.6235932660123056,83.13742175192014,off-net,9.245201808452407
2021-0223-1857,1620326537026,testing/x2021_0223_1857/gt_image/1620326537026_labelTrainIds.png,93.92372264072985,0.7665290652896817,0.8471215132005971,0.5577637153421673,84.71215132005972,m2f2,9.211571320670132
2021-0223-1857,1620326535643,testing/x2021_0223_1857/gt_image/1620326535643_labelTrainIds.png,89.19960577273824,0.72695465179693,0.801138160723547,0.6025025913691351,80.11381607235471,m2f2,9.08578970038354
2021-0403-1736,1620347745082,testing/y2021_0403_1736/gt_image/1620347745082_labelTrainIds.png,97.42398600840542,0.8838220399265058,0.6769526434531237,0.8112334125257228,88.38220399265057,off-net,9.041782015754851
2021-0223-1857,1620326532425,testing/x2021_0223_1857/gt_image/1620326532425_labelTrainIds.png,93.29877552699277,0.8459214259155623,0.8013812995164025,0.5654289375842265,84.59214259155623,off-net,8.706632935436541
2021-0223-1857,1620326534539,testing/x2021_0223_1857/gt_image/1620326534539_labelTrainIds.png,92.2356964563807,0.8361330733881395,0.812209392568079,0.5260391155900093,83.61330733881395,off-net,8.622389117566753
2021-0223-1857,1620326576438,testing/x2021_0223_1857/gt_image/1620326576438_labelTrainIds.png,91.58391049964409,0.7357261192095825,0.8309177863238262,0.620477324864404,83.09177863238261,m2f2,8.492131867261477
2021-0223-1857,1620326534347,testing/x2021_0223_1857/gt_image/1620326534347_labelTrainIds.png,92.4297560072723,0.8403583365462364,0.8207037123950105,0.5489293338509674,84.03583365462364,off-net,8.393922352648664
2021-0223-1857,1620326546630,testing/x2021_0223_1857/gt_image/1620326546630_labelTrainIds.png,91.38125757840724,0.8301302200897182,0.8258388017827952,0.5549245409739108,83.01302200897182,off-net,8.368235569435434
2021-0223-1857,1620326576242,testing/x2021_0223_1857/gt_image/1620326576242_labelTrainIds.png,90.95675025934318,0.7195675591555813,0.8259940981806322,0.6007752197311631,82.59940981806322,m2f2,8.357340441279959
2021-0223-1857,1620326546329,testing/x2021_0223_1857/gt_image/1620326546329_labelTrainIds.png,92.92245927678627,0.8462328000605295,0.8144489340721226,0.6715211837144677,84.62328000605295,off-net,8.299179270733326
2021-0403-1736,1620347741571,testing/y2021_0403_1736/gt_image/1620347741571_labelTrainIds.png,96.86947626789876,0.7503171227468857,0.8860717483852025,0.758329073268244,88.60717483852025,m2f2,8.262301429378516
2021-0223-1857,1620326534030,testing/x2021_0223_1857/gt_image/1620326534030_labelTrainIds.png,89.86821433434736,0.8161516572046486,0.8045374047774,0.566293754190337,81.61516572046486,off-net,8.253048613882497
2021-0223-1857,1620326545447,testing/x2021_0223_1857/gt_image/1620326545447_labelTrainIds.png,91.85607074204916,0.8368626029934083,0.8344569470389391,0.7387671022972092,83.68626029934083,off-net,8.169810442708325
2021-0223-1857,1620326549532,testing/x2021_0223_1857/gt_image/1620326549532_labelTrainIds.png,94.43052881848863,0.861196097882875,0.8641138551048242,0.7138823882297181,86.41138551048242,m2f2,8.019143308006205
2021-0223-1857,1620326523129,testing/x2021_0223_1857/gt_image/1620326523129_labelTrainIds.png,89.81723584857842,0.7856325964192366,0.8183304118597593,0.6144431361118619,81.83304118597593,m2f2,7.984194662602495
2021-0223-1857,1620326532324,testing/x2021_0223_1857/gt_image/1620326532324_labelTrainIds.png,94.21286866814278,0.8626653505767481,0.7989029008681836,0.6349169290445932,86.26653505767482,off-net,7.9463336104679705
2021-0223-1857,1620326537333,testing/x2021_0223_1857/gt_image/1620326537333_labelTrainIds.png,95.16697334269548,0.7322232060311668,0.8732310240115028,0.47171965701442037,87.32310240115028,m2f2,7.843870941545205
2021-0223-1857,1620326535236,testing/x2021_0223_1857/gt_image/1620326535236_labelTrainIds.png,88.52110863061672,0.6958758106699501,0.8070760642894854,0.5613641701349624,80.70760642894854,m2f2,7.813502201668188
2021-0223-1857,1620326575149,testing/x2021_0223_1857/gt_image/1620326575149_labelTrainIds.png,90.65446589437896,0.6789463007111225,0.8288877372371062,0.5957244355043652,82.88877372371061,m2f2,7.765692170668337
2021-0223-1857,1620326575725,testing/x2021_0223_1857/gt_image/1620326575725_labelTrainIds.png,91.56060870914105,0.6475679600963438,0.8387150914402075,0.5569720919438416,83.87150914402075,m2f2,7.689099565120294
2021-0223-1857,1620326574046,testing/x2021_0223_1857/gt_image/1620326574046_labelTrainIds.png,90.88014418477903,0.7273882823567286,0.8328097435536623,0.6022058453853781,83.28097435536623,m2f2,7.599169829412789
2021-0403-1736,1620347729661,testing/y2021_0403_1736/gt_image/1620347729661_labelTrainIds.png,90.71279064366782,0.8175723616507427,0.8313137160970618,0.7480415366189138,83.13137160970618,m2f2,7.581419033961634
2021-0403-1736,1620347737192,testing/y2021_0403_1736/gt_image/1620347737192_labelTrainIds.png,92.2174928606007,0.8472615915618915,0.8397938075416074,0.765029194216356,84.72615915618915,off-net,7.491333704411551
2021-0223-1857,1620326549217,testing/x2021_0223_1857/gt_image/1620326549217_labelTrainIds.png,90.97241957361766,0.8057971239756161,0.8350305248257891,0.6662340589666154,83.50305248257891,m2f2,7.469367091038748
2021-0223-1857,1620326535042,testing/x2021_0223_1857/gt_image/1620326535042_labelTrainIds.png,87.09448607662445,0.6745056101972853,0.7963956574536779,0.5578783168773938,79.63956574536779,m2f2,7.454920331256654
2021-0223-1857,1620326574243,testing/x2021_0223_1857/gt_image/1620326574243_labelTrainIds.png,90.25599824168019,0.7601074840488682,0.8283363768095806,0.5858842657689722,82.83363768095806,m2f2,7.4223605607221295
2021-0223-1857,1620326536727,testing/x2021_0223_1857/gt_image/1620326536727_labelTrainIds.png,91.10369990180774,0.7396330623537493,0.8368272549940023,0.504691036150499,83.68272549940023,m2f2,7.420974402407509
2021-0223-1857,1620326536842,testing/x2021_0223_1857/gt_image/1620326536842_labelTrainIds.png,93.68058072988545,0.7759303633789615,0.8628886584026072,0.5211448933486127,86.28886584026073,m2f2,7.391714889624734
2021-0403-1736,1620347737370,testing/y2021_0403_1736/gt_image/1620347737370_labelTrainIds.png,93.11154431891214,0.8574202494437299,0.8412111171310709,0.7369003740075398,85.74202494437299,off-net,7.369519374539157
2021-0223-1857,1620326535528,testing/x2021_0223_1857/gt_image/1620326535528_labelTrainIds.png,88.87637156087361,0.7206881520162034,0.8157461266726325,0.5411145415964059,81.57461266726325,m2f2,7.301758893610355
2021-0223-1857,1620326535827,testing/x2021_0223_1857/gt_image/1620326535827_labelTrainIds.png,91.97536044643687,0.7232346151301107,0.8468086392405176,0.4676849976261953,84.68086392405176,m2f2,7.294496522385097
2021-0223-1857,1620326546924,testing/x2021_0223_1857/gt_image/1620326546924_labelTrainIds.png,90.5348745778425,0.8117586778013193,0.8334170521092439,0.5387994330440409,83.34170521092439,m2f2,7.193169366918117
2021-0223-1857,1620326536541,testing/x2021_0223_1857/gt_image/1620326536541_labelTrainIds.png,91.53635702048734,0.7482118748721113,0.844461692720953,0.4823888265870704,84.44616927209529,m2f2,7.090187748392052
2021-0223-1857,1620326546562,testing/x2021_0223_1857/gt_image/1620326546562_labelTrainIds.png,91.86056029116038,0.8483913068311384,0.8245352651104239,0.5238380067607613,84.83913068311384,off-net,7.021429608046548
2021-0223-1857,1620326548330,testing/x2021_0223_1857/gt_image/1620326548330_labelTrainIds.png,91.35804586458312,0.8171139812962565,0.843539243841552,0.5443533534775822,84.35392438415519,m2f2,7.004121480427916
2021-0223-1857,1620326547928,testing/x2021_0223_1857/gt_image/1620326547928_labelTrainIds.png,92.72945349523954,0.829905348792185,0.8572740121496685,0.5231673131580226,85.72740121496685,m2f2,7.002052280272686
2021-0223-1857,1620326549826,testing/x2021_0223_1857/gt_image/1620326549826_labelTrainIds.png,95.40899641722086,0.8620487202594181,0.884678363673204,0.706079910846337,88.4678363673204,m2f2,6.941160049900463
2021-0223-1857,1620326576142,testing/x2021_0223_1857/gt_image/1620326576142_labelTrainIds.png,92.02209443099633,0.6486433897647632,0.8511199993044823,0.6050413888080839,85.11199993044823,m2f2,6.910094500548103
2021-0403-1736,1620347737468,testing/y2021_0403_1736/gt_image/1620347737468_labelTrainIds.png,94.34836795772603,0.8744474845460724,0.8628396933991589,0.727628868640428,87.44474845460724,off-net,6.903619503118785
2021-0223-1857,1620326549426,testing/x2021_0223_1857/gt_image/1620326549426_labelTrainIds.png,92.2473800294612,0.8536903787832831,0.8461307789190028,0.6866661159994389,85.36903787832831,off-net,6.8783421511328875
2021-0223-1857,1620326576533,testing/x2021_0223_1857/gt_image/1620326576533_labelTrainIds.png,92.31826490389406,0.6769323520155095,0.854404118382018,0.5971496210658531,85.4404118382018,m2f2,6.877853065692263
2021-0223-1857,1620326531523,testing/x2021_0223_1857/gt_image/1620326531523_labelTrainIds.png,95.68601736208669,0.8883906145748068,0.8272761151879323,0.6319691270747524,88.83906145748068,off-net,6.846955904606
2021-0223-1857,1620326531923,testing/x2021_0223_1857/gt_image/1620326531923_labelTrainIds.png,94.10351450869928,0.8726614493906746,0.8068432206140139,0.6173912940273557,87.26614493906746,off-net,6.837369569631823
2021-0223-1857,1620326536130,testing/x2021_0223_1857/gt_image/1620326536130_labelTrainIds.png,90.68672454612575,0.7455669320588512,0.8388995418640992,0.4938193687565642,83.88995418640992,m2f2,6.79677035971582
2021-0403-1736,1620347736971,testing/y2021_0403_1736/gt_image/1620347736971_labelTrainIds.png,90.7658303795,0.8375562824747282,0.8399938753403021,0.730061959736225,83.9993875340302,m2f2,6.766442845469789
2021-0223-1857,1620326548728,testing/x2021_0223_1857/gt_image/1620326548728_labelTrainIds.png,90.71591733233939,0.7938565738687708,0.8397550079420666,0.6344742783604054,83.97550079420665,m2f2,6.740416538132732
2021-0403-1736,1620347741429,testing/y2021_0403_1736/gt_image/1620347741429_labelTrainIds.png,97.45609374696524,0.7774354957243803,0.9072279766611347,0.7267494075659717,90.72279766611348,m2f2,6.733296080851758
2021-0223-1857,1620326523929,testing/x2021_0223_1857/gt_image/1620326523929_labelTrainIds.png,91.48946537448185,0.8078209528132623,0.8479695226974049,0.6492936206629788,84.79695226974049,m2f2,6.69251310474136
2021-0403-1736,1620347737673,testing/y2021_0403_1736/gt_image/1620347737673_labelTrainIds.png,96.32451582073843,0.8833862759261046,0.8964097436637346,0.7304313877071842,89.64097436637346,m2f2,6.683541454364961
2021-0403-1736,1620347729858,testing/y2021_0403_1736/gt_image/1620347729858_labelTrainIds.png,89.15272590689347,0.8179855625907422,0.8248424751380445,0.7612977186441432,82.48424751380445,m2f2,6.668478393089017
2021-0223-1857,1620326536431,testing/x2021_0223_1857/gt_image/1620326536431_labelTrainIds.png,91.46233987763357,0.7565078557416727,0.8482011467795116,0.5207843865107671,84.82011467795117,m2f2,6.6422251996824055
2021-0223-1857,1620326548627,testing/x2021_0223_1857/gt_image/1620326548627_labelTrainIds.png,90.8755213032205,0.8394802865311201,0.8424438193181654,0.6422315043446949,84.24438193181653,m2f2,6.63113937140396
2021-0223-1857,1620326533332,testing/x2021_0223_1857/gt_image/1620326533332_labelTrainIds.png,89.48497944367423,0.8288242218010308,0.8090102631917137,0.5512778960536173,82.88242218010308,off-net,6.602557263571152
2021-0223-1857,1620326535353,testing/x2021_0223_1857/gt_image/1620326535353_labelTrainIds.png,89.14918426429661,0.7135598549739415,0.8256762359946772,0.5102096442482453,82.56762359946772,m2f2,6.581560664828889
2021-0223-1857,1620326576721,testing/x2021_0223_1857/gt_image/1620326576721_labelTrainIds.png,87.97350682011032,0.7015496149542049,0.8140994103870629,0.5741094612213591,81.4099410387063,m2f2,6.563565781404024
2021-0223-1857,1620326567925,testing/x2021_0223_1857/gt_image/1620326567925_labelTrainIds.png,90.9065444888149,0.8436526165056073,0.8423819440975805,0.6697544754830771,84.36526165056073,off-net,6.54128283825417
2021-0223-1857,1620326538042,testing/x2021_0223_1857/gt_image/1620326538042_labelTrainIds.png,96.00034750880913,0.7285219751521921,0.8947352964387183,0.4832366470847786,89.47352964387183,m2f2,6.526817864937295
2021-0223-1857,1620326529949,testing/x2021_0223_1857/gt_image/1620326529949_labelTrainIds.png,89.87375019536745,0.7677898218738336,0.8336099938693329,0.7037932382933303,83.36099938693329,m2f2,6.5127508084341645
2021-0223-1857,1620326548917,testing/x2021_0223_1857/gt_image/1620326548917_labelTrainIds.png,90.80689341301758,0.8101192797163936,0.8429889087964582,0.6492287843980067,84.29889087964581,m2f2,6.5080025333717595
2021-0223-1857,1620326529724,testing/x2021_0223_1857/gt_image/1620326529724_labelTrainIds.png,90.9285370638615,0.7331194639529159,0.8443310756337142,0.6750089318147174,84.43310756337142,m2f2,6.495429500490069
2021-0403-1736,1620347729589,testing/y2021_0403_1736/gt_image/1620347729589_labelTrainIds.png,91.1798416598677,0.8469473817613058,0.8377860446473622,0.7393098065757733,84.69473817613058,off-net,6.48510348373712
2021-0223-1857,1620326537438,testing/x2021_0223_1857/gt_image/1620326537438_labelTrainIds.png,94.94111174417195,0.7409152381533106,0.8846840971100992,0.46615152999801623,88.46840971100993,m2f2,6.472702033162026
2021-0223-1857,1620326537147,testing/x2021_0223_1857/gt_image/1620326537147_labelTrainIds.png,94.30596697962024,0.708407186995726,0.8783362571592432,0.4931141825775086,87.83362571592433,m2f2,6.472341263695913
2021-0223-1857,1620326546055,testing/x2021_0223_1857/gt_image/1620326546055_labelTrainIds.png,94.2169143676621,0.8775064790023757,0.8264309813784176,0.6276627165866507,87.75064790023757,off-net,6.46626646742453
2021-0403-1736,1620347730165,testing/y2021_0403_1736/gt_image/1620347730165_labelTrainIds.png,90.00056634711413,0.8334198758542581,0.8353784897439352,0.7460066272331789,83.53784897439353,m2f2,6.462717372720606
2021-0223-1857,1620326572523,testing/x2021_0223_1857/gt_image/1620326572523_labelTrainIds.png,91.73751301498255,0.6765038577584879,0.8528553929498788,0.6549156443147441,85.28553929498787,m2f2,6.451973719994674
2021-0223-1857,1620326575256,testing/x2021_0223_1857/gt_image/1620326575256_labelTrainIds.png,88.84614128552259,0.6886282241196731,0.823944779269802,0.563983233679844,82.3944779269802,m2f2,6.451663358542392
2021-0223-1857,1620326538224,testing/x2021_0223_1857/gt_image/1620326538224_labelTrainIds.png,96.1521703990799,0.7482058809496691,0.8971974490486563,0.49634639219625826,89.71974490486562,m2f2,6.432425494214278
2021-0223-1857,1620326530126,testing/x2021_0223_1857/gt_image/1620326530126_labelTrainIds.png,88.8700891185549,0.7669622948680914,0.8244543465461347,0.6667104638050552,82.44543465461346,m2f2,6.424654463941426
2021-0223-1857,1620326576027,testing/x2021_0223_1857/gt_image/1620326576027_labelTrainIds.png,91.85090279501034,0.7202345143924798,0.8544256655309856,0.5742567903695684,85.44256655309856,m2f2,6.408336241911772
2021-0403-1736,1620347729761,testing/y2021_0403_1736/gt_image/1620347729761_labelTrainIds.png,90.03268001330133,0.8365063167471345,0.829387193245461,0.762395326104232,83.65063167471345,off-net,6.382048338587875
2021-0223-1857,1620326574424,testing/x2021_0223_1857/gt_image/1620326574424_labelTrainIds.png,89.55340798445422,0.6884554962361062,0.831827893744946,0.6094529819011452,83.1827893744946,m2f2,6.370618609959622
2021-0223-1857,1620326574111,testing/x2021_0223_1857/gt_image/1620326574111_labelTrainIds.png,89.86228071142014,0.633100109781271,0.8358735226301149,0.6101579505831414,83.5873522630115,m2f2,6.274928448408645
2021-0223-1857,1620326547241,testing/x2021_0223_1857/gt_image/1620326547241_labelTrainIds.png,86.75770424314618,0.805637405668141,0.790658771039521,0.5967919010790187,80.5637405668141,off-net,6.193963676332082
2021-0223-1857,1620326549323,testing/x2021_0223_1857/gt_image/1620326549323_labelTrainIds.png,91.23798467579883,0.8426342643985674,0.8505000588462663,0.6920924120594034,85.05000588462663,m2f2,6.187978791172188
2021-0223-1857,1620326575433,testing/x2021_0223_1857/gt_image/1620326575433_labelTrainIds.png,88.71078400898989,0.7296943710950728,0.8252974649414954,0.5634030924761609,82.52974649414953,m2f2,6.181037514840348
2021-0223-1857,1620326549944,testing/x2021_0223_1857/gt_image/1620326549944_labelTrainIds.png,94.9019641970546,0.8683329949303842,0.8874119869010504,0.6987142217970324,88.74119869010504,m2f2,6.160765506949561
2021-0223-1857,1620326547045,testing/x2021_0223_1857/gt_image/1620326547045_labelTrainIds.png,85.33066643713282,0.7920349861582181,0.7781342991075939,0.5724564143013228,79.20349861582181,off-net,6.127167821311009
2021-0223-1857,1620326546236,testing/x2021_0223_1857/gt_image/1620326546236_labelTrainIds.png,93.28140606162616,0.8716279798268365,0.8239353884578167,0.6858200328788273,87.16279798268364,off-net,6.118608078942511
2021-0223-1857,1620326532045,testing/x2021_0223_1857/gt_image/1620326532045_labelTrainIds.png,94.77857359361943,0.88664446288591,0.7973344184473167,0.6184286476540144,88.66444628859101,off-net,6.114127305028427
2021-0223-1857,1620326531748,testing/x2021_0223_1857/gt_image/1620326531748_labelTrainIds.png,94.43379981053053,0.8838046280741199,0.814043312427706,0.6007440377742918,88.38046280741199,off-net,6.053337003118542
2021-0223-1857,1620326545629,testing/x2021_0223_1857/gt_image/1620326545629_labelTrainIds.png,92.52618837919142,0.8649102462642788,0.8401152915350203,0.7109352421913344,86.49102462642789,off-net,6.035163752763539
2021-0223-1857,1620326567745,testing/x2021_0223_1857/gt_image/1620326567745_labelTrainIds.png,91.20061075326143,0.8517981666844346,0.8498036338162375,0.6913192251257161,85.17981666844346,off-net,6.020794084817971
2021-0223-1857,1620326529848,testing/x2021_0223_1857/gt_image/1620326529848_labelTrainIds.png,89.9491323972059,0.7843100939504986,0.8396718196291957,0.6386866117423518,83.96718196291957,m2f2,5.981950434286332
2021-0223-1857,1620326549641,testing/x2021_0223_1857/gt_image/1620326549641_labelTrainIds.png,92.1005554406374,0.8144020877562304,0.861226966964435,0.6834485726128341,86.1226966964435,m2f2,5.977858744193898
2021-0223-1857,1620326575554,testing/x2021_0223_1857/gt_image/1620326575554_labelTrainIds.png,91.45469634188383,0.732889857214378,0.8551973994447535,0.5809164305183553,85.51973994447535,m2f2,5.934956397408486
